2024-05-04 21:24:38.716 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875878716; nextExpiration=1714875878715; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:14.743 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875914743; nextExpiration=1714875914742; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:15.743 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875915743; nextExpiration=1714875915743; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:16.744 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875916744; nextExpiration=1714875916743; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:17.745 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875917745; nextExpiration=1714875917744; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:18.746 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875918746; nextExpiration=1714875918745; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:19.747 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875919747; nextExpiration=1714875919746; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:20.754 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875920753; nextExpiration=1714875920747; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:21.755 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875921755; nextExpiration=1714875921753; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:22.756 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875922756; nextExpiration=1714875922755; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:23.756 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875923756; nextExpiration=1714875923756; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:24.757 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875924757; nextExpiration=1714875924756; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:25.758 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875925758; nextExpiration=1714875925757; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:26.758 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875926758; nextExpiration=1714875926758; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:27.758 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875927758; nextExpiration=1714875927758; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:28.346 TRACE [Catalina-utility-1] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - Start expire sessions StandardManager at 1714875928346 sessioncount 0
2024-05-04 21:25:28.346 TRACE [Catalina-utility-1] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - End expire sessions StandardManager processingTime 0 expired sessions: 0
2024-05-04 21:25:28.758 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875928758; nextExpiration=1714875928758; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:29.759 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875929759; nextExpiration=1714875929758; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:30.760 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875930760; nextExpiration=1714875930759; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:31.761 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875931761; nextExpiration=1714875931760; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:32.762 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875932762; nextExpiration=1714875932761; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:33.762 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875933762; nextExpiration=1714875933762; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:34.763 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875934763; nextExpiration=1714875934762; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:35.763 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875935763; nextExpiration=1714875935763; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:36.763 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875936763; nextExpiration=1714875936763; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:37.764 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875937764; nextExpiration=1714875937763; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:38.765 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875938765; nextExpiration=1714875938764; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:39.765 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875939765; nextExpiration=1714875939765; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:40.765 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875940765; nextExpiration=1714875940765; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:41.766 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875941766; nextExpiration=1714875941765; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:42.766 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875942766; nextExpiration=1714875942766; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:43.767 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875943767; nextExpiration=1714875943766; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:44.768 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875944768; nextExpiration=1714875944767; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:45.768 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875945768; nextExpiration=1714875945768; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:46.769 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875946769; nextExpiration=1714875946768; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:47.770 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875947770; nextExpiration=1714875947769; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:48.771 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875948771; nextExpiration=1714875948770; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:49.772 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875949772; nextExpiration=1714875949771; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:50.773 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875950773; nextExpiration=1714875950772; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:51.773 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875951773; nextExpiration=1714875951773; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:52.774 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875952774; nextExpiration=1714875952773; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:53.774 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875953774; nextExpiration=1714875953774; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:54.775 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875954775; nextExpiration=1714875954774; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:55.776 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875955776; nextExpiration=1714875955775; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:56.777 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875956777; nextExpiration=1714875956776; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:57.777 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875957777; nextExpiration=1714875957777; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:58.777 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875958777; nextExpiration=1714875958777; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:25:59.778 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875959778; nextExpiration=1714875959777; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:00.779 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875960779; nextExpiration=1714875960778; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:01.779 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875961779; nextExpiration=1714875961779; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:02.779 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875962779; nextExpiration=1714875962779; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:03.780 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875963780; nextExpiration=1714875963779; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:04.781 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875964781; nextExpiration=1714875964780; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:05.781 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875965781; nextExpiration=1714875965781; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:06.782 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875966782; nextExpiration=1714875966781; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:07.782 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875967782; nextExpiration=1714875967782; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:08.782 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875968782; nextExpiration=1714875968782; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:09.782 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875969782; nextExpiration=1714875969782; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:10.783 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875970783; nextExpiration=1714875970782; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:11.783 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875971783; nextExpiration=1714875971783; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:12.784 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875972784; nextExpiration=1714875972783; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:13.784 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875973784; nextExpiration=1714875973784; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:14.785 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875974785; nextExpiration=1714875974784; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:15.785 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875975785; nextExpiration=1714875975785; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:16.786 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875976786; nextExpiration=1714875976785; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:17.786 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875977786; nextExpiration=1714875977786; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:18.787 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875978787; nextExpiration=1714875978786; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:19.788 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875979788; nextExpiration=1714875979787; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:20.788 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875980788; nextExpiration=1714875980788; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:21.788 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875981788; nextExpiration=1714875981788; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:22.789 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875982789; nextExpiration=1714875982788; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:23.816 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875983816; nextExpiration=1714875983789; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:24.817 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875984817; nextExpiration=1714875984816; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:25.817 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875985817; nextExpiration=1714875985817; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:26.818 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875986818; nextExpiration=1714875986817; keyCount=0; hasEvents=false; eval=false
2024-05-04 21:26:27.818 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1714875987818; nextExpiration=1714875987818; keyCount=0; hasEvents=false; eval=false
