2024-05-09 22:02:09.301 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310129301; nextExpiration=1715310129301; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:02:55.336 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310175336; nextExpiration=1715310175336; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:02:56.337 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310176337; nextExpiration=1715310176336; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:02:57.337 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310177337; nextExpiration=1715310177337; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:02:58.338 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310178338; nextExpiration=1715310178337; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:02:59.338 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310179338; nextExpiration=1715310179338; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:00.338 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310180338; nextExpiration=1715310180338; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:01.339 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310181339; nextExpiration=1715310181338; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:02.340 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310182340; nextExpiration=1715310182339; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:03.341 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310183341; nextExpiration=1715310183340; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:04.342 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310184342; nextExpiration=1715310184341; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:05.342 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=1; now=1715310185342; nextExpiration=1715310185342; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:05.342 TRACE [http-nio-8080-exec-3] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - Processing socket [org.apache.tomcat.util.net.NioChannel@7378815d:java.nio.channels.SocketChannel[connected local=/[0:0:0:0:0:0:0:1]:8080 remote=/[0:0:0:0:0:0:0:1]:62867]] with status [ERROR]
2024-05-09 22:03:05.342 TRACE [http-nio-8080-exec-3] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - Found processor [null] for socket [org.apache.tomcat.util.net.NioChannel@7378815d:java.nio.channels.SocketChannel[connected local=/[0:0:0:0:0:0:0:1]:8080 remote=/[0:0:0:0:0:0:0:1]:62867]]
2024-05-09 22:03:05.343 TRACE [http-nio-8080-exec-3] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - Counting down[http-nio-8080-exec-3] latch=1
2024-05-09 22:03:05.343 TRACE [http-nio-8080-exec-3] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - Calling [org.apache.tomcat.util.net.NioEndpoint@1a448c65].closeSocket([org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper@1217e282:org.apache.tomcat.util.net.NioChannel@7378815d:java.nio.channels.SocketChannel[connected local=/[0:0:0:0:0:0:0:1]:8080 remote=/[0:0:0:0:0:0:0:1]:62867]])
2024-05-09 22:03:06.343 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1715310186343; nextExpiration=1715310186342; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:07.343 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1715310187343; nextExpiration=1715310187343; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:08.344 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1715310188344; nextExpiration=1715310188343; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:09.345 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1715310189345; nextExpiration=1715310189344; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:10.345 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1715310190345; nextExpiration=1715310190345; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:11.346 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1715310191346; nextExpiration=1715310191345; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:12.346 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1715310192346; nextExpiration=1715310192346; keyCount=0; hasEvents=false; eval=false
2024-05-09 22:03:13.347 TRACE [http-nio-8080-Poller] [org.apache.juli.logging.DirectJDKLog.log(DirectJDKLog.java:173)] - timeout completed: keys processed=0; now=1715310193347; nextExpiration=1715310193346; keyCount=0; hasEvents=false; eval=false
